Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,SoT,SoT%,Sh/90,SoT/90,G/Sh,npxG,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,Ast,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA90,PassLiveGCA,PassDeadGCA,TOGCA,ShGCA,FldGCA,DefGCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,TklDrib,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
528,Ousmane Dembélé,FRA,MF,Paris S-G,fr Ligue 1,26.0,1997.0,12.0,9.0,778.0,139.0,0.12,0.46,0.58,0.12,0.58,0.28,0.31,0.59,0.28,0.59,7.0,31.8,2.54,0.81,0.05,2.4,0.11,-1.4,-1.4,48.139534883720934,63.139534883720934,76.2,787.6744186046512,0.46511627906976744,0.3488372093023256,0.15116279069767444,3.8372093023255816,3.9534883720930236,3.488372093023256,0.6976744186046512,7.558139534883721,58.72093023255814,4.302325581395349,0.9302325581395349,0.3488372093023256,0.11627906976744186,6.046511627906977,0.11627906976744186,3.255813953488372,0.46511627906976744,1.2790697674418605,0.0,48.139534883720934,0.11627906976744186,1.3953488372093024,8.33,5.930232558139535,0.9302325581395349,0.813953488372093,0.5813953488372093,0.11627906976744186,0.0,1.62,1.2790697674418605,0.0,0.11627906976744186,0.11627906976744186,0.11627906976744186,0.0,1.3953488372093024,1.0465116279069768,0.11627906976744186,0.5813953488372093,0.6976744186046512,0.3488372093023256,0.813953488372093,42.9,0.46511627906976744,0.46511627906976744,0.0,0.46511627906976744,0.46511627906976744,1.8604651162790697,0.11627906976744186,0.0,76.86046511627907,0.46511627906976744,3.255813953488372,28.953488372093023,46.16279069767442,6.162790697674419,76.86046511627907,9.534883720930234,4.186046511627907,43.9,4.883720930232558,51.2,65.46511627906978,498.0232558139535,290.69767441860466,10.232558139534884,6.976744186046512,3.1395348837209305,2.441860465116279,1.744186046511628,63.25581395348838,16.16279069767442
529,Jessy Deminguet,FRA,MF,Strasbourg,fr Ligue 1,25.0,1998.0,8.0,7.0,510.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,26.666666666666664,31.403508771929822,84.9,494.3859649122807,0.0,0.03508771929824561,0.0,0.17543859649122806,3.6842105263157894,0.3508771929824561,0.0,2.631578947368421,28.94736842105263,2.456140350877193,1.5789473684210527,0.17543859649122806,0.3508771929824561,1.2280701754385965,0.5263157894736842,0.3508771929824561,0.3508771929824561,0.0,0.0,26.666666666666664,0.0,0.17543859649122806,0.71,0.7017543859649122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5789473684210527,0.8771929824561403,0.8771929824561403,0.7017543859649122,0.0,0.7017543859649122,2.1052631578947367,33.3,1.4035087719298245,0.8771929824561403,0.0,0.8771929824561403,0.7017543859649122,2.280701754385965,0.7017543859649122,0.0,40.0,1.2280701754385965,8.947368421052632,25.087719298245613,7.017543859649122,0.3508771929824561,40.0,0.8771929824561403,0.3508771929824561,40.0,0.5263157894736842,60.0,29.12280701754386,175.78947368421052,57.01754385964912,0.8771929824561403,1.2280701754385965,0.0,1.0526315789473684,0.3508771929824561,25.43859649122807,1.0526315789473684
530,Ermedin Demirović,BIH,MF,Augsburg,de Bundesliga,25.0,1998.0,12.0,12.0,1044.0,52.0,0.6,0.26,0.86,0.52,0.78,0.49,0.15,0.64,0.43,0.58,14.0,50.0,2.41,1.21,0.21,4.9,0.18,1.3,1.1,11.63793103448276,19.655172413793103,59.2,159.31034482758622,0.25862068965517243,0.16379310344827586,0.10344827586206896,1.0344827586206897,1.5517241379310345,0.4310344827586207,0.08620689655172414,1.8103448275862069,18.70689655172414,0.7758620689655172,0.25862068965517243,0.08620689655172414,0.08620689655172414,0.4310344827586207,0.25862068965517243,0.0,0.0,0.0,0.0,11.63793103448276,0.1724137931034483,1.206896551724138,2.59,1.7241379310344829,0.0,0.25862068965517243,0.25862068965517243,0.3448275862068966,0.0,0.43,0.3448275862068966,0.0,0.08620689655172414,0.0,0.0,0.0,0.8620689655172414,0.5172413793103449,0.1724137931034483,0.603448275862069,0.08620689655172414,0.5172413793103449,1.5517241379310345,33.3,1.0344827586206897,1.120689655172414,0.08620689655172414,1.0344827586206897,0.3448275862068966,1.206896551724138,0.9482758620689655,0.0,31.20689655172414,0.8620689655172414,4.655172413793103,14.39655172413793,12.672413793103448,4.56896551724138,31.120689655172416,1.896551724137931,0.9482758620689655,50.0,0.8620689655172414,45.5,15.948275862068966,78.70689655172414,28.362068965517242,0.6896551724137931,0.4310344827586207,0.1724137931034483,2.6724137931034484,1.4655172413793105,17.67241379310345,4.482758620689656
531,Sepp van den Berg,NED,DF,Mainz 05,de Bundesliga,21.0,2001.0,11.0,9.0,859.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,0.0,0.0,0.1,0.0,0.0,0.2,0.15,-0.2,-0.2,38.421052631578945,49.1578947368421,78.2,712.0,0.0,0.010526315789473684,0.0,0.10526315789473684,2.9473684210526314,0.10526315789473684,0.0,2.9473684210526314,47.578947368421055,1.368421052631579,1.1578947368421053,0.0,0.21052631578947367,0.10526315789473684,0.10526315789473684,0.0,0.0,0.0,0.0,38.421052631578945,0.21052631578947367,0.42105263157894735,0.42,0.3157894736842105,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1052631578947367,1.1578947368421053,1.263157894736842,0.7368421052631579,0.10526315789473684,0.631578947368421,1.1578947368421053,54.5,0.5263157894736842,2.1052631578947367,0.9473684210526315,1.1578947368421053,1.5789473684210527,3.6842105263157894,3.5789473684210527,0.10526315789473684,61.473684210526315,6.2105263157894735,33.36842105263158,26.105263157894736,2.1052631578947367,0.3157894736842105,61.473684210526315,0.21052631578947367,0.10526315789473684,50.0,0.10526315789473684,50.0,24.63157894736842,104.52631578947368,49.05263157894737,0.21052631578947367,0.10526315789473684,0.0,0.21052631578947367,0.10526315789473684,31.68421052631579,0.42105263157894735
532,Leander Dendoncker,BEL,MF,Aston Villa,eng Premier League,28.0,1995.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,110.0,140.0,78.6,1860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,20.0,20.0,0.0,0.0,0.0,0.0,10.0,180.0,20.0,70.0,90.0,20.0,0.0,180.0,0.0,0.0,,0.0,,90.0,410.0,90.0,0.0,0.0,0.0,0.0,10.0,110.0,10.0
533,Rémy Descamps,FRA,GK,Nantes,fr Ligue 1,27.0,1996.0,5.0,5.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,22.8,36.8,62.0,751.2,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,22.0,14.8,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,41.4,37.6,41.4,0.0,0.0,0.0,41.4,0.0,0.0,,0.0,,23.8,144.8,95.4,0.0,0.0,0.0,0.0,0.0,13.2,0.0
534,Mikkel Desler,DEN,DF,Toulouse,fr Ligue 1,28.0,1995.0,12.0,11.0,963.0,53.0,0.0,0.09,0.09,0.0,0.09,0.03,0.04,0.07,0.03,0.07,0.0,0.0,0.56,0.0,0.0,0.3,0.06,-0.3,-0.3,42.89719626168225,51.12149532710281,83.9,631.4018691588785,0.09345794392523366,0.08411214953271029,0.056074766355140186,0.4672897196261683,2.2429906542056077,0.28037383177570097,0.1869158878504673,4.112149532710281,42.24299065420561,8.878504672897197,1.1214953271028039,0.0,0.09345794392523366,1.5887850467289721,7.757009345794393,0.0,0.0,0.0,0.0,42.89719626168225,0.0,1.1214953271028039,1.4,1.0280373831775702,0.0,0.0,0.1869158878504673,0.1869158878504673,0.0,0.09,0.09345794392523366,0.0,0.0,0.0,0.0,0.0,1.0280373831775702,0.6542056074766356,0.5607476635514019,0.4672897196261683,0.0,0.4672897196261683,0.9345794392523366,50.0,0.4672897196261683,1.9626168224299068,0.8411214953271029,1.1214953271028039,0.7476635514018692,1.7757009345794394,2.5233644859813085,0.0,61.308411214953274,3.8317757009345796,16.074766355140188,29.252336448598133,16.448598130841123,1.7757009345794394,61.308411214953274,1.3084112149532712,0.8411214953271029,64.3,0.3738317757009346,28.6,38.41121495327103,196.16822429906543,87.38317757009347,1.4953271028037385,1.3084112149532712,0.4672897196261683,1.1214953271028039,0.3738317757009346,35.981308411214954,4.953271028037384
535,Arthur Desmas,FRA,GK,Le Havre,fr Ligue 1,29.0,1994.0,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,,0.0,0.0,,0.0,,0.0,0.0,19.307692307692307,28.846153846153847,66.9,555.3846153846154,0.0,0.0,-0.03076923076923077,0.07692307692307693,0.5384615384615384,0.0,0.0,0.0,18.692307692307693,9.923076923076923,2.8461538461538463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.307692307692307,0.23076923076923078,0.07692307692307693,0.08,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,31.153846153846153,26.46153846153846,31.153846153846153,0.0,0.0,0.0,31.153846153846153,0.0,0.0,,0.0,,20.0,125.15384615384616,82.61538461538461,0.0,0.0,0.0,0.0,0.0,11.307692307692308,0.0
536,Mattia Destro,ITA,FW,Empoli,it Serie A,32.0,1991.0,6.0,1.0,148.0,9.0,0.0,0.0,0.0,0.0,0.0,0.3,0.16,0.45,0.3,0.45,0.0,0.0,2.43,0.0,0.0,0.5,0.12,-0.5,-0.5,11.875,16.875,70.4,153.75,0.0,0.0,-0.18749999999999997,1.25,0.625,0.0,0.0,0.625,12.5,4.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.875,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.25,1.25,1.25,0.0,28.75,0.0,3.125,13.75,11.875,3.75,28.75,1.25,0.625,50.0,0.0,0.0,12.5,61.875,40.625,1.25,1.875,0.0,1.875,0.625,19.375,5.625
537,Federico Di Francesco,ITA,FW,Lecce,it Serie A,29.0,1994.0,2.0,0.0,15.0,3.0,6.0,0.0,6.0,6.0,6.0,0.53,0.0,0.53,0.53,0.53,1.0,50.0,12.0,6.0,0.5,0.1,0.04,0.9,0.9,30.0,40.0,75.0,450.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,75.0,0.0,10.0,40.0,25.0,15.0,75.0,5.0,0.0,0.0,5.0,100.0,45.0,325.0,90.0,5.0,0.0,0.0,0.0,0.0,45.0,15.0
538,Michele Di Gregorio,ITA,GK,Monza,it Serie A,26.0,1997.0,13.0,13.0,1170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,31.076923076923077,38.92307692307692,79.8,794.8461538461538,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.0,0.0,29.846153846153847,9.0,2.076923076923077,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,31.076923076923077,0.07692307692307693,0.0,0.38,0.38461538461538464,0.0,0.0,0.0,0.0,0.0,0.08,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.07692307692307693,0.07692307692307693,100.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.15384615384615385,0.5384615384615384,0.0,42.0,34.61538461538461,41.69230769230769,0.3076923076923077,0.0,0.0,42.0,0.15384615384615385,0.15384615384615385,100.0,0.0,0.0,25.615384615384617,130.23076923076923,80.15384615384616,0.0,0.0,0.0,0.07692307692307693,0.0,22.46153846153846,0.0
539,Giovanni Di Lorenzo,ITA,DF,Napoli,it Serie A,30.0,1993.0,13.0,13.0,1170.0,100.0,0.08,0.31,0.38,0.08,0.38,0.12,0.2,0.32,0.12,0.32,2.0,16.7,0.92,0.15,0.08,1.5,0.13,-0.5,-0.5,53.76923076923077,64.92307692307692,82.8,832.6153846153846,0.3076923076923077,0.16153846153846155,0.10769230769230768,1.6923076923076923,4.3076923076923075,2.8461538461538463,0.6923076923076923,6.384615384615385,54.53846153846154,10.23076923076923,1.0,0.07692307692307693,0.07692307692307693,3.6153846153846154,9.23076923076923,0.0,0.0,0.0,0.0,53.76923076923077,0.15384615384615385,1.4615384615384615,3.31,2.8461538461538463,0.0,0.15384615384615385,0.3076923076923077,0.0,0.0,0.23,0.23076923076923078,0.0,0.0,0.0,0.0,0.0,1.7692307692307692,1.3076923076923077,1.0769230769230769,0.6923076923076923,0.0,1.0,2.3076923076923075,43.3,1.3076923076923077,1.0769230769230769,0.3076923076923077,0.7692307692307693,0.6153846153846154,2.3846153846153846,1.6923076923076923,0.0,73.76923076923077,2.4615384615384617,19.923076923076923,31.23076923076923,23.53846153846154,3.3846153846153846,73.76923076923077,1.8461538461538463,0.7692307692307693,41.7,0.9230769230769231,50.0,43.30769230769231,193.0,98.3076923076923,2.4615384615384617,1.3846153846153846,0.5384615384615384,0.6923076923076923,0.6153846153846154,50.38461538461539,7.6923076923076925
540,Alessandro Di Pardo,ITA,MF,Cagliari,it Serie A,24.0,1999.0,6.0,0.0,172.0,10.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,0.0,0.0,1.05,0.0,0.0,0.1,0.03,-0.1,-0.1,27.36842105263158,42.631578947368425,64.2,456.8421052631579,0.0,0.0,0.0,0.5263157894736842,1.0526315789473684,1.0526315789473684,0.5263157894736842,2.6315789473684212,36.8421052631579,5.7894736842105265,0.0,0.0,0.5263157894736842,4.2105263157894735,5.7894736842105265,0.0,0.0,0.0,0.0,27.36842105263158,0.0,2.1052631578947367,1.05,1.0526315789473684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5789473684210527,0.5263157894736842,1.0526315789473684,0.0,0.5263157894736842,0.0,0.5263157894736842,0.0,0.5263157894736842,1.5789473684210527,1.0526315789473684,0.5263157894736842,1.0526315789473684,2.6315789473684212,1.0526315789473684,0.0,53.684210526315795,4.736842105263158,18.42105263157895,17.894736842105264,17.894736842105264,1.0526315789473684,53.684210526315795,2.1052631578947367,0.0,0.0,2.1052631578947367,100.0,30.526315789473685,125.78947368421053,46.8421052631579,0.5263157894736842,0.0,0.0,0.5263157894736842,1.5789473684210527,26.315789473684212,5.2631578947368425
541,Boulaye Dia,SEN,FW,Salernitana,it Serie A,27.0,1996.0,9.0,7.0,676.0,37.0,0.53,0.0,0.53,0.4,0.4,0.36,0.02,0.38,0.25,0.27,7.0,43.8,2.13,0.93,0.19,1.9,0.12,1.3,1.1,15.066666666666666,18.0,83.7,252.0,0.0,0.02666666666666667,-0.02666666666666667,0.6666666666666666,1.3333333333333333,0.5333333333333333,0.0,1.7333333333333334,16.933333333333334,1.0666666666666667,0.13333333333333333,0.13333333333333333,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.066666666666666,0.0,0.13333333333333333,2.0,1.7333333333333334,0.0,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.26666666666666666,0.13333333333333333,0.26666666666666666,0.0,0.13333333333333333,0.13333333333333333,100.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.4,0.8,0.6666666666666666,0.0,29.466666666666665,1.3333333333333333,3.6,12.8,14.0,3.3333333333333335,29.333333333333332,3.8666666666666667,1.4666666666666666,37.9,2.2666666666666666,58.6,21.333333333333332,138.0,50.4,1.3333333333333333,1.7333333333333334,0.5333333333333333,2.8,2.6666666666666665,22.266666666666666,4.933333333333334
542,Moussa Diaby,FRA,FW,Aston Villa,eng Premier League,24.0,1999.0,13.0,13.0,989.0,80.0,0.27,0.27,0.55,0.27,0.55,0.25,0.34,0.59,0.25,0.59,11.0,42.3,2.37,1.0,0.12,2.7,0.11,0.3,0.3,20.727272727272727,25.636363636363637,80.9,308.6363636363636,0.2727272727272727,0.20909090909090908,-0.06363636363636363,2.090909090909091,1.6363636363636365,1.9090909090909092,0.36363636363636365,3.090909090909091,23.363636363636363,2.272727272727273,0.09090909090909091,0.18181818181818182,0.09090909090909091,1.7272727272727273,0.18181818181818182,0.0,0.0,0.0,0.0,20.727272727272727,0.0,0.5454545454545454,3.19,3.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.36,0.36363636363636365,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.7272727272727273,25.0,0.5454545454545454,0.18181818181818182,0.0,0.18181818181818182,0.2727272727272727,0.7272727272727273,0.18181818181818182,0.0,33.72727272727273,0.18181818181818182,2.272727272727273,13.0,19.09090909090909,5.636363636363637,33.72727272727273,2.3636363636363638,1.0909090909090908,46.2,1.1818181818181819,50.0,23.09090909090909,149.1818181818182,75.18181818181819,3.5454545454545454,1.2727272727272727,1.6363636363636365,1.7272727272727273,1.3636363636363635,25.181818181818183,7.2727272727272725
543,Lamine Diack,SEN,MF,Nantes,fr Ligue 1,23.0,2000.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,inf,inf,,,,,,inf,inf,
544,Mouctar Diakhaby,GUI,DF,Valencia,es La Liga,26.0,1996.0,9.0,8.0,678.0,1.0,0.13,0.0,0.13,0.13,0.13,0.09,0.0,0.1,0.09,0.1,3.0,50.0,0.8,0.4,0.17,0.7,0.12,0.3,0.3,40.666666666666664,47.06666666666667,86.4,776.4,0.0,0.013333333333333334,0.0,0.13333333333333333,2.1333333333333333,0.26666666666666666,0.0,2.933333333333333,45.86666666666667,1.2,1.2,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,40.666666666666664,0.0,0.4,0.53,0.5333333333333333,0.0,0.0,0.0,0.0,0.0,0.13,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,1.7333333333333334,1.2,0.8,0.9333333333333333,0.0,1.0666666666666667,1.3333333333333333,80.0,0.26666666666666666,1.3333333333333333,0.4,0.9333333333333333,0.6666666666666666,2.4,4.933333333333334,0.0,59.06666666666667,7.466666666666667,28.933333333333334,26.8,3.6,0.8,59.06666666666667,0.4,0.26666666666666666,66.7,0.13333333333333333,33.3,32.53333333333333,180.53333333333333,79.6,0.9333333333333333,0.6666666666666666,0.0,0.9333333333333333,0.4,36.8,0.13333333333333333
545,Mamadou Diakhon,FRA,FW,Reims,fr Ligue 1,18.0,2005.0,4.0,0.0,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,1.0,100.0,1.61,1.61,0.0,0.0,0.01,0.0,0.0,16.666666666666668,18.333333333333336,90.9,253.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.333333333333336,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,1.61,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,0.0,0.0,1.6666666666666667,3.3333333333333335,50.0,1.6666666666666667,0.0,0.0,0.0,1.6666666666666667,3.3333333333333335,0.0,0.0,33.333333333333336,5.0,10.0,15.0,10.0,1.6666666666666667,33.333333333333336,10.0,3.3333333333333335,33.3,3.3333333333333335,33.3,23.333333333333336,218.33333333333334,120.0,5.0,0.0,1.6666666666666667,1.6666666666666667,0.0,20.0,3.3333333333333335
546,Bafodé Diakité,FRA,DF,Lille,fr Ligue 1,22.0,2001.0,8.0,8.0,715.0,9.0,0.38,0.13,0.5,0.38,0.5,0.13,0.08,0.21,0.13,0.21,4.0,50.0,1.01,0.5,0.38,1.0,0.12,2.0,2.0,62.53164556962025,68.73417721518987,91.0,982.6582278481012,0.12658227848101264,0.05063291139240506,0.05063291139240506,0.6329113924050632,4.30379746835443,0.0,0.0,4.177215189873418,60.63291139240506,8.101265822784809,2.6582278481012658,0.0,0.0,0.37974683544303794,4.936708860759493,0.0,0.0,0.0,0.0,62.53164556962025,0.0,1.0126582278481011,1.26,1.0126582278481011,0.12658227848101264,0.0,0.0,0.12658227848101264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.151898734177215,1.5189873417721518,0.6329113924050632,1.5189873417721518,0.0,1.5189873417721518,1.8987341772151898,80.0,0.37974683544303794,1.1392405063291138,0.6329113924050632,0.5063291139240506,1.1392405063291138,3.291139240506329,2.4050632911392404,0.0,78.73417721518987,4.6835443037974684,24.68354430379747,45.69620253164557,8.860759493670885,1.8987341772151898,78.73417721518987,0.7594936708860759,0.37974683544303794,50.0,0.37974683544303794,50.0,57.59493670886076,265.1898734177215,136.83544303797467,1.0126582278481011,1.0126582278481011,0.12658227848101264,0.6329113924050632,0.5063291139240506,54.177215189873415,1.1392405063291138
547,Ibrahim Diakité,GUI,DF,Reims,fr Ligue 1,20.0,2003.0,3.0,1.0,102.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,0.17,0.0,,0.0,0.0,,0.0,,0.0,0.0,45.45454545454545,63.63636363636363,71.4,727.2727272727273,0.0,0.09090909090909091,-0.18181818181818182,1.8181818181818181,5.454545454545454,1.8181818181818181,0.9090909090909091,6.363636363636363,49.99999999999999,13.636363636363635,1.8181818181818181,0.0,0.9090909090909091,6.363636363636363,11.818181818181817,0.0,0.0,0.0,0.0,45.45454545454545,0.0,1.8181818181818181,3.5,3.6363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.9090909090909091,1.8181818181818181,0.0,1.8181818181818181,1.8181818181818181,1.8181818181818181,4.545454545454545,0.0,75.45454545454545,4.545454545454545,24.545454545454543,29.09090909090909,22.727272727272727,1.8181818181818181,75.45454545454545,4.545454545454545,1.8181818181818181,40.0,2.727272727272727,60.0,44.54545454545454,302.7272727272727,136.36363636363635,5.454545454545454,1.8181818181818181,0.9090909090909091,0.9090909090909091,0.0,34.54545454545454,6.363636363636363
548,Oumar Diakité,CIV,FW,Reims,fr Ligue 1,19.0,2003.0,12.0,6.0,550.0,31.0,0.33,0.0,0.33,0.33,0.33,0.33,0.07,0.4,0.2,0.28,4.0,36.4,1.8,0.65,0.18,1.2,0.11,0.0,0.8,13.77049180327869,18.688524590163937,73.7,189.672131147541,0.0,0.0819672131147541,-0.06557377049180328,0.6557377049180328,0.49180327868852464,0.3278688524590164,0.0,1.3114754098360657,16.393442622950822,2.295081967213115,0.0,0.1639344262295082,0.0,0.1639344262295082,0.0,0.0,0.0,0.0,0.0,13.77049180327869,0.0,0.6557377049180328,2.13,0.9836065573770493,0.0,0.819672131147541,0.1639344262295082,0.1639344262295082,0.0,0.16,0.1639344262295082,0.0,0.0,0.0,0.0,0.0,1.3114754098360657,0.6557377049180328,0.819672131147541,0.3278688524590164,0.1639344262295082,0.49180327868852464,1.3114754098360657,37.5,0.819672131147541,0.9836065573770493,0.0,0.9836065573770493,0.49180327868852464,1.8032786885245902,0.49180327868852464,0.0,33.9344262295082,1.1475409836065575,3.6065573770491803,13.278688524590164,17.37704918032787,5.081967213114754,33.77049180327869,4.754098360655738,2.6229508196721314,55.2,1.9672131147540985,41.4,23.442622950819672,148.19672131147541,46.22950819672131,1.4754098360655739,1.639344262295082,1.1475409836065575,4.918032786885246,0.9836065573770493,22.95081967213115,5.081967213114754
549,Amadou Diallo,ENG,MF,Newcastle Utd,eng Premier League,20.0,2003.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,inf,inf,100.0,inf,,,,,,,,,inf,,,,,,,,,,,inf,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,inf,,,inf,,,inf,,,,,,,,,,,,,,inf,
550,Assane Diao,ESP,FW,Betis,es La Liga,18.0,2005.0,7.0,7.0,510.0,44.0,0.35,0.0,0.35,0.35,0.35,0.17,0.07,0.24,0.17,0.24,2.0,25.0,1.41,0.35,0.25,1.0,0.12,1.0,1.0,19.473684210526315,24.912280701754383,78.2,232.80701754385964,0.0,0.08771929824561403,-0.07017543859649122,0.5263157894736842,0.5263157894736842,0.3508771929824561,0.0,1.9298245614035088,24.561403508771928,0.17543859649122806,0.0,0.0,0.0,0.7017543859649122,0.0,0.0,0.0,0.0,0.0,19.473684210526315,0.17543859649122806,1.2280701754385965,1.41,1.0526315789473684,0.0,0.0,0.17543859649122806,0.0,0.17543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9298245614035088,1.2280701754385965,0.7017543859649122,0.7017543859649122,0.5263157894736842,0.7017543859649122,1.2280701754385965,57.1,0.5263157894736842,1.7543859649122806,0.3508771929824561,1.4035087719298245,0.8771929824561403,2.807017543859649,0.3508771929824561,0.0,44.21052631578947,0.8771929824561403,5.087719298245614,19.82456140350877,20.526315789473685,2.982456140350877,44.21052631578947,6.140350877192982,2.280701754385965,37.1,2.280701754385965,37.1,28.771929824561404,220.52631578947367,73.85964912280701,2.456140350877193,2.807017543859649,0.8771929824561403,5.7894736842105265,2.1052631578947367,32.10526315789473,7.719298245614035
